Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,10300.000000,10350.000000,10050.000000,10200.000000,8683.441406,1370179
2016-01-05,10050.000000,10300.000000,10000.000000,10100.000000,8598.309570,1178699
2016-01-06,10100.000000,10300.000000,10100.000000,10150.000000,8640.875000,955234
2016-01-07,10200.000000,10350.000000,10150.000000,10250.000000,8726.008789,844329
2016-01-08,10200.000000,10350.000000,10050.000000,10250.000000,8726.008789,819658
2016-01-11,10200.000000,10250.000000,9990.000000,10050.000000,8555.744141,1028891
2016-01-12,10050.000000,10100.000000,10000.000000,10000.000000,8513.178711,815615
2016-01-13,10050.000000,10050.000000,9970.000000,9980.000000,8496.151367,903001
2016-01-14,9930.000000,10050.000000,9760.000000,9880.000000,8411.019531,1266145
2016-01-15,10000.000000,10000.000000,9820.000000,9910.000000,8436.558594,589340
2016-01-18,9750.000000,9930.000000,9600.000000,9860.000000,8393.993164,1326960
2016-01-19,9770.000000,9850.000000,9440.000000,9600.000000,8172.651855,2567439
2016-01-20,9600.000000,9640.000000,9160.000000,9210.000000,7840.637207,2805945
2016-01-21,9190.000000,9350.000000,9020.000000,9110.000000,7755.505859,1931044
2016-01-22,9170.000000,9300.000000,9050.000000,9160.000000,7798.071777,1948163
2016-01-25,9190.000000,9400.000000,9180.000000,9320.000000,7934.282227,1091355
2016-01-26,9320.000000,9330.000000,9110.000000,9250.000000,7874.689941,1135900
2016-01-27,9350.000000,9380.000000,9150.000000,9330.000000,7942.795898,1295902
2016-01-28,9230.000000,9270.000000,9090.000000,9220.000000,7849.150391,2040448
2016-01-29,9190.000000,9850.000000,9180.000000,9680.000000,8240.756836,3163105
2016-02-01,10000.000000,10250.000000,9500.000000,9570.000000,8147.111328,3383897
2016-02-02,9490.000000,9510.000000,9250.000000,9300.000000,7917.255371,2660611
2016-02-03,9270.000000,9270.000000,9050.000000,9090.000000,7738.478516,2441972
2016-02-04,9100.000000,9290.000000,9090.000000,9240.000000,7866.176270,1678140
2016-02-05,9240.000000,9250.000000,9070.000000,9140.000000,7781.045410,1375023
2016-02-11,9000.000000,9060.000000,8870.000000,8920.000000,7593.755859,1761949
2016-02-12,8980.000000,9230.000000,8950.000000,9190.000000,7823.611328,2195277
2016-02-15,9240.000000,9390.000000,9120.000000,9330.000000,7942.795898,1651042
2016-02-16,9290.000000,9390.000000,9220.000000,9370.000000,7976.847168,1122136
2016-02-17,9300.000000,9640.000000,9270.000000,9640.000000,8206.704102,1719455
