Date,Open,High,Low,Close,Adj Close,Volume
2016-04-12,201000.000000,204500.000000,201000.000000,203500.000000,164897.468750,103344
2016-04-14,205000.000000,211500.000000,204000.000000,211000.000000,170974.765625,283490
2016-04-15,210000.000000,212000.000000,208500.000000,210500.000000,170569.625000,175153
2016-04-18,208500.000000,210000.000000,207000.000000,209000.000000,169354.156250,105977
2016-04-19,208500.000000,209000.000000,206000.000000,206500.000000,167328.375000,131069
2016-04-20,205500.000000,208000.000000,205000.000000,206500.000000,167328.375000,98017
2016-04-21,206500.000000,207000.000000,204000.000000,204500.000000,165707.796875,164723
2016-04-22,203000.000000,203500.000000,201500.000000,201500.000000,163276.859375,222050
2016-04-25,201500.000000,204000.000000,201000.000000,202500.000000,164087.140625,150147
2016-04-26,202500.000000,208000.000000,201500.000000,206500.000000,167328.375000,163104
2016-04-27,205500.000000,207000.000000,203500.000000,203500.000000,164897.468750,196097
2016-04-28,203500.000000,212500.000000,203500.000000,210500.000000,170569.625000,384732
2016-04-29,210000.000000,210000.000000,205000.000000,206000.000000,166923.218750,201207
2016-05-02,206500.000000,211000.000000,204500.000000,210000.000000,170164.484375,119059
2016-05-03,209000.000000,214000.000000,207500.000000,213500.000000,173000.562500,213211
2016-05-04,212500.000000,215000.000000,211000.000000,212000.000000,171785.062500,222288
2016-05-09,211000.000000,212500.000000,207000.000000,210000.000000,170164.484375,154524
2016-05-10,208000.000000,213500.000000,208000.000000,211000.000000,170974.765625,115033
2016-05-11,212500.000000,213000.000000,210000.000000,212500.000000,172190.218750,96691
2016-05-12,211000.000000,214000.000000,210500.000000,213500.000000,173000.562500,115025
2016-05-13,213500.000000,214500.000000,212000.000000,213000.000000,172595.390625,82334
2016-05-16,211500.000000,214000.000000,209500.000000,212000.000000,171785.062500,81296
2016-05-17,210500.000000,211500.000000,209000.000000,210000.000000,170164.484375,75644
2016-05-18,209000.000000,211000.000000,206000.000000,211000.000000,170974.765625,117141
2016-05-19,208500.000000,211000.000000,208000.000000,210500.000000,170569.625000,71479
2016-05-20,208500.000000,211000.000000,208000.000000,210500.000000,170569.625000,83005
2016-05-23,211000.000000,211000.000000,208000.000000,209000.000000,169354.156250,84656
2016-05-24,208500.000000,215500.000000,208000.000000,215000.000000,174215.984375,182232
2016-05-25,215000.000000,217500.000000,213500.000000,215500.000000,174621.140625,121956
2016-05-26,215000.000000,215500.000000,212500.000000,213000.000000,172595.390625,52430
2016-05-27,213500.000000,217000.000000,213000.000000,216500.000000,175431.453125,128201
2016-05-30,217000.000000,220000.000000,215500.000000,220000.000000,178267.500000,158401
2016-05-31,220000.000000,222500.000000,218500.000000,222000.000000,179888.125000,399830
2016-06-01,222000.000000,222500.000000,214500.000000,218500.000000,177052.046875,267695
2016-06-02,216000.000000,217500.000000,215000.000000,216000.000000,175026.296875,143748
2016-06-03,218500.000000,220000.000000,216500.000000,220000.000000,178267.500000,129860
2016-06-07,219000.000000,221500.000000,216000.000000,221500.000000,179482.984375,122945
2016-06-08,219000.000000,220000.000000,217000.000000,219000.000000,177457.218750,193471
2016-06-09,217500.000000,219000.000000,214000.000000,217000.000000,175836.625000,380552
2016-06-10,214500.000000,215000.000000,212000.000000,212000.000000,171785.062500,172038
2016-06-13,212000.000000,212000.000000,208000.000000,211000.000000,170974.765625,134159
2016-06-14,211000.000000,217000.000000,210000.000000,216000.000000,175026.296875,173458
2016-06-15,214000.000000,217500.000000,213500.000000,216000.000000,175026.296875,141843
2016-06-16,214000.000000,216000.000000,210500.000000,210500.000000,170569.625000,111792
2016-06-17,211500.000000,212500.000000,209000.000000,210000.000000,170164.484375,105528
2016-06-20,211000.000000,213000.000000,209000.000000,209500.000000,169759.343750,146755
2016-06-21,210000.000000,210500.000000,208500.000000,209500.000000,169759.343750,101612
2016-06-22,209000.000000,212000.000000,209000.000000,210000.000000,170164.484375,119387
2016-06-23,209000.000000,211500.000000,209000.000000,210000.000000,170164.484375,75945
2016-06-24,210500.000000,212500.000000,204500.000000,208500.000000,168949.015625,206943
2016-06-27,208500.000000,214000.000000,207500.000000,211500.000000,171379.921875,190822
2016-06-28,210000.000000,213000.000000,210000.000000,212500.000000,172190.218750,149553
2016-06-29,211000.000000,218000.000000,211000.000000,217000.000000,176668.015625,181552
2016-06-30,218000.000000,219500.000000,215000.000000,215500.000000,175446.781250,97543
2016-07-01,215000.000000,219000.000000,215000.000000,218500.000000,177889.187500,129341
2016-07-04,216000.000000,219500.000000,215500.000000,219000.000000,178296.265625,109169
2016-07-05,217500.000000,218500.000000,215500.000000,216500.000000,176260.921875,73690
2016-07-06,216500.000000,217000.000000,212500.000000,215000.000000,175039.703125,83596
2016-07-07,216500.000000,217500.000000,212500.000000,214500.000000,174632.656250,80083
2016-07-08,213000.000000,216000.000000,213000.000000,216000.000000,175853.859375,57297
2016-07-11,218500.000000,219000.000000,217000.000000,217000.000000,176668.015625,82607
2016-07-12,216500.000000,218000.000000,216000.000000,217000.000000,176668.015625,56841
2016-07-13,218500.000000,222000.000000,217500.000000,220000.000000,179110.390625,170865
2016-07-14,220000.000000,222500.000000,219500.000000,221000.000000,179924.546875,151693
2016-07-15,223000.000000,223500.000000,220500.000000,220500.000000,179517.500000,134521
2016-07-18,221000.000000,223500.000000,220500.000000,223000.000000,181552.859375,92996
2016-07-19,223000.000000,223500.000000,218000.000000,221000.000000,179924.546875,133174
2016-07-20,222500.000000,222500.000000,216500.000000,218000.000000,177482.140625,133670
2016-07-21,218500.000000,222500.000000,218500.000000,222500.000000,181145.750000,102072
2016-07-22,223000.000000,224000.000000,220500.000000,223500.000000,181959.921875,108911
