Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,8005.236328,8061.810059,7778.939941,7934.518555,7623.420898,147339
2016-01-05,7849.657227,8005.236328,7807.227051,8005.236328,7691.366211,164124
2016-01-06,8090.097168,8415.398438,8005.236328,8415.398438,8085.447754,657240
2016-01-07,8330.537109,8528.546875,8203.245117,8245.675781,7922.378418,266058
2016-01-08,8075.953613,8542.690430,7991.092773,8486.116211,8153.391602,285296
2016-01-11,8585.121094,8698.268555,8387.111328,8500.259766,8166.979492,279619
2016-01-12,8556.833984,8627.551758,8231.532227,8556.833984,8221.335938,213270
2016-01-13,8585.121094,8585.121094,8387.111328,8542.690430,8207.749023,238582
2016-01-14,8486.116211,8486.116211,8090.097168,8217.388672,7895.200684,257898
2016-01-15,8231.532227,8500.259766,8104.240723,8344.680664,8017.501465,173740
2016-01-18,8259.819336,8486.116211,8245.675781,8344.680664,8017.501465,127471
2016-01-19,8486.116211,9023.570313,8429.541992,8966.996094,8615.416992,1180603
2016-01-20,9066.000977,9433.732422,8783.129883,9165.005859,8805.663086,968690
2016-01-21,9165.005859,9235.722656,8938.708984,9150.862305,8792.075195,319149
2016-01-22,9179.148438,9207.435547,8754.842773,9122.575195,8764.897461,253409
2016-01-25,9207.435547,9207.435547,8995.283203,9080.144531,8724.128906,185279
2016-01-26,9080.144531,9179.148438,8924.565430,9108.431641,8751.306641,166047
2016-01-27,9150.862305,9264.009766,8839.704102,8981.139648,8629.006836,301211
2016-01-28,8938.708984,9405.445313,8867.991211,9334.727539,8968.731445,413899
2016-01-29,9264.009766,9363.014648,9122.575195,9122.575195,8764.897461,243645
2016-02-01,9122.575195,9348.871094,9051.857422,9094.288086,8737.717773,199419
2016-02-02,9165.005859,9207.435547,8966.996094,9037.713867,8683.362305,235641
2016-02-03,8924.565430,9051.857422,8627.551758,8712.412109,8370.815430,409805
2016-02-04,8726.555664,8783.129883,8302.250000,8471.972656,8139.803223,531112
2016-02-05,8372.967773,8542.690430,8344.680664,8471.972656,8139.803223,112892
2016-02-11,8132.527832,8302.250000,8118.384277,8146.671387,7827.255859,158227
2016-02-12,7962.805664,7962.805664,7170.768066,7566.786621,7270.107422,549813
2016-02-15,7580.930176,7736.509277,7340.490234,7538.500000,7242.929688,318110
2016-02-16,7496.069336,7708.222168,7496.069336,7623.360840,7324.463867,231908
2016-02-17,7694.078613,7708.222168,7241.485840,7397.064453,7107.039063,297719
2016-02-18,7439.495117,7510.212891,7326.346680,7453.638672,7161.395996,241587
2016-02-19,7552.643555,7595.073730,7382.920898,7524.356445,7229.341309,224321
2016-02-22,7637.504395,7778.939941,7538.500000,7750.652832,7446.764648,239918
2016-02-23,7793.083496,7863.800781,7496.069336,7595.073730,7297.285645,253600
2016-02-24,7524.356445,7609.217285,7411.208008,7510.212891,7215.750977,135185
2016-02-25,7481.925781,7580.930176,7312.203613,7397.064453,7107.039063,217385
2016-02-26,7425.351563,7708.222168,7397.064453,7566.786621,7270.107422,218630
2016-02-29,7665.791504,7694.078613,7538.500000,7651.647949,7351.641602,148569
2016-03-02,7764.796387,7764.796387,7580.930176,7651.647949,7351.641602,230847
2016-03-03,7708.222168,7764.796387,7595.073730,7722.365723,7419.586914,198479
2016-03-04,7722.365723,7764.796387,7609.217285,7665.791504,7365.229980,198571
2016-03-07,7722.365723,7764.796387,7538.500000,7651.647949,7351.641602,250326
2016-03-08,7651.647949,7750.652832,7425.351563,7524.356445,7229.341309,418304
2016-03-09,7496.069336,7962.805664,7411.208008,7750.652832,7446.764648,812647
2016-03-10,7991.092773,8471.972656,7934.518555,8231.532227,7908.790039,1135141
2016-03-11,8231.532227,8273.962891,8033.523438,8146.671387,7827.255859,230600
2016-03-14,8245.675781,8302.250000,7863.800781,7920.375000,7609.832031,354918
2016-03-15,7877.944336,7962.805664,7708.222168,7849.657227,7541.887207,347600
2016-03-16,7849.657227,7906.231445,7708.222168,7778.939941,7473.942383,194053
2016-03-17,7807.227051,7849.657227,7637.504395,7736.509277,7433.175293,273750
2016-03-18,7750.652832,7764.796387,7609.217285,7651.647949,7351.641602,311046
2016-03-21,7708.222168,7708.222168,7595.073730,7609.217285,7310.874512,234340
2016-03-22,7609.217285,7793.083496,7609.217285,7764.796387,7460.353027,288280
2016-03-23,7764.796387,7821.370117,7694.078613,7736.509277,7433.175293,172241
2016-03-24,7736.509277,7736.509277,7580.930176,7722.365723,7419.586914,271056
2016-03-25,7722.365723,7934.518555,7679.935059,7764.796387,7460.353027,211375
2016-03-28,7778.939941,7877.944336,7750.652832,7821.370117,7514.709473,172693
2016-03-29,7821.370117,7948.662109,7764.796387,7906.231445,7596.243652,250291
2016-03-30,7906.231445,7934.518555,7764.796387,7892.087891,7582.654785,218043
2016-03-31,7920.375000,7920.375000,7778.939941,7835.513672,7528.298340,103538
2016-04-01,7750.652832,8005.236328,7750.652832,7948.662109,7637.010254,324268
2016-04-04,8061.810059,8556.833984,8047.666992,8429.541992,8099.035645,731168
2016-04-05,8627.551758,8896.278320,8429.541992,8570.977539,8234.925781,838673
2016-04-06,8542.690430,8542.690430,8203.245117,8288.106445,7963.145996,404637
2016-04-07,8358.824219,8556.833984,8189.102051,8245.675781,7922.378418,357357
2016-04-08,8189.102051,8415.398438,8189.102051,8344.680664,8017.501465,264962
2016-04-11,8429.541992,8429.541992,7962.805664,7962.805664,7650.599121,374347
2016-04-12,7934.518555,7991.092773,7807.227051,7892.087891,7582.654785,297507
2016-04-14,7877.944336,7892.087891,7694.078613,7778.939941,7473.942383,324459
2016-04-15,7722.365723,8726.555664,7722.365723,8542.690430,8207.749023,960241
2016-04-18,8542.690430,8556.833984,8217.388672,8273.962891,7949.556641,337794
2016-04-19,8316.393555,8358.824219,8118.384277,8203.245117,7881.611328,278438
2016-04-20,8203.245117,8358.824219,8160.814941,8203.245117,7881.611328,326806
2016-04-21,8259.819336,8288.106445,8047.666992,8118.384277,7800.077637,246282
2016-04-22,8174.958496,8174.958496,8005.236328,8174.958496,7854.434082,190185
2016-04-25,8174.958496,8245.675781,8090.097168,8160.814941,7840.844727,227736
2016-04-26,8118.384277,8316.393555,8104.240723,8259.819336,7935.967773,293639
